"data_bulletin","age","country","cases"
2022-11-25,11,"Republic of Moldova",0
2022-11-25,12,"Republic of Moldova",0
2022-11-25,13,"Republic of Moldova",0
2022-11-25,14,"Republic of Moldova",0
2022-11-25,15,"Republic of Moldova",0
2022-11-25,16,"Republic of Moldova",0
2022-11-25,0,"Serbia",0
2022-11-25,1,"Serbia",0
2022-11-25,2,"Serbia",0
2022-11-25,3,"Serbia",0
2022-11-25,4,"Serbia",0
2022-11-25,5,"Serbia",0
2022-11-25,6,"Serbia",0
2022-11-25,7,"Serbia",0
2022-11-25,8,"Serbia",0
2022-11-25,9,"Serbia",1
2022-11-25,10,"Serbia",0
2022-11-25,11,"Serbia",0
2022-11-25,12,"Serbia",0
2022-11-25,13,"Serbia",0
2022-11-25,14,"Serbia",0
2022-11-25,15,"Serbia",0
2022-11-25,16,"Serbia",0
2022-11-25,0,"Spain",7
2022-11-25,1,"Spain",9
2022-11-25,2,"Spain",5
2022-11-25,3,"Spain",6
2022-11-25,4,"Spain",3
2022-11-25,5,"Spain",3
2022-11-25,6,"Spain",4
2022-11-25,7,"Spain",3
2022-11-25,8,"Spain",2
2022-11-25,9,"Spain",3
2022-11-25,10,"Spain",0
2022-11-25,11,"Spain",0
2022-11-25,12,"Spain",2
2022-11-25,13,"Spain",2
2022-11-25,14,"Spain",0
2022-11-25,15,"Spain",2
2022-11-25,16,"Spain",3
2022-11-25,0,"Sweden",1
2022-11-25,1,"Sweden",3
2022-11-25,2,"Sweden",1
2022-11-25,3,"Sweden",1
2022-11-25,4,"Sweden",2
2022-11-25,5,"Sweden",2
2022-11-25,6,"Sweden",0
2022-11-25,7,"Sweden",0
2022-11-25,8,"Sweden",0
2022-11-25,9,"Sweden",1
2022-11-25,10,"Sweden",0
2022-11-25,11,"Sweden",0
2022-11-25,12,"Sweden",1
2022-11-25,13,"Sweden",0
2022-11-25,14,"Sweden",0
2022-11-25,15,"Sweden",0
2022-11-25,16,"Sweden",0
2022-11-25,0,"United KIngdom",13
2022-11-25,1,"United KIngdom",22
2022-11-25,2,"United KIngdom",33
2022-11-25,3,"United KIngdom",77
2022-11-25,4,"United KIngdom",53
2022-11-25,5,"United KIngdom",31
2022-11-25,6,"United KIngdom",13
2022-11-25,7,"United KIngdom",8
2022-11-25,8,"United KIngdom",9
2022-11-25,9,"United KIngdom",6
2022-11-25,10,"United KIngdom",2
2022-11-25,11,"United KIngdom",1
2022-11-25,12,"United KIngdom",1
2022-11-25,13,"United KIngdom",4
2022-11-25,14,"United KIngdom",4
2022-11-25,15,"United KIngdom",3
2022-11-25,16,"United KIngdom",0
